NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Essencial Hidrogênio Puro Premium,Oxigênio Líquido,219.0,Nacional Premium,1765,90.49,8.4
Mega Hidrogênio Puro Essencial,Hidrogênio Líquido,244.0,Importado Especial,141,53.42,6.54
Ultra Hidrogênio Puro Puro,Hidrogênio Líquido,268.0,Internacional,838,22.08,3.92
Max Hidrogênio Puro Essencial,Hidrogênio Líquido,256.0,Internacional,635,11.21,0.44
Super Hidrogênio Puro Essencial,Hidrogênio Líquido,206.0,Nacional,867,29.28,7.11
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,213.0,Local,497,,0.55
Ultra Hidrogênio Puro Extra,Hidrogênio Gasoso,259.0,Internacional,1313,,0.94
Ultra Hidrogênio Puro Puro,Oxigênio Gasoso,243.0,Nacional Premium,649,,2.88
Avançado Hidrogênio Puro Verde,Oxigênio Líquido,251.0,Internacional,1921,84.76,7.11
Ultra Hidrogênio Puro Natural,Hidrogênio Gasoso,217.0,Importado Exclusivo,1120,,2.83
Essencial Hidrogênio Puro Premium,Hidrogênio Líquido,201.0,Local,882,24.04,8.23
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,226.0,Nacional,124,,9.48
Avançado Hidrogênio Puro Premium,Oxigênio Gasoso,248.0,Importado Exclusivo,595,,1.39
Essencial Hidrogênio Puro Eficiente,Oxigênio Gasoso,206.0,Local,244,,3.79
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,247.0,Local,108,72.32,8.53
Max Hidrogênio Puro Eficiente,Oxigênio Gasoso,239.0,Local,94,,7.67
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Líquido,248.0,Nacional Premium,1590,43.67,7.69
Super Hidrogênio Puro Verde,Hidrogênio Líquido,264.0,Nacional,1945,45.64,4.6
Super Hidrogênio Puro Puro,Hidrogênio Líquido,208.0,Nacional Premium,480,17.72,6.44
Exclusivo Hidrogênio Puro Natural,Hidrogênio Líquido,268.0,Internacional,1824,46.93,9.76
Essencial Hidrogênio Puro Essencial,Hidrogênio Gasoso,254.0,Nacional,481,,7.46
Super Hidrogênio Puro Natural,Hidrogênio Gasoso,209.0,Nacional,1980,,2.04
Max Hidrogênio Puro Essencial,Oxigênio Líquido,229.0,Local,742,31.07,5.32
Super Hidrogênio Puro Eficiente,Hidrogênio Gasoso,249.0,Importado Exclusivo,340,,5.4
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,234.0,Internacional,1004,71.04,1.09
Max Hidrogênio Puro Poderoso,Hidrogênio Líquido,203.0,Nacional Premium,124,84.8,0.75
Max Hidrogênio Puro Essencial,Oxigênio Líquido,238.0,Local,1410,75.6,4.52
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Líquido,222.0,Internacional,736,76.35,4.83
Hiper Hidrogênio Puro Avançado,Hidrogênio Líquido,221.0,Internacional,216,43.22,5.64
Hiper Hidrogênio Puro Premium,Hidrogênio Líquido,219.0,Nacional Premium,1471,59.84,8.17
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,202.0,Importado Exclusivo,224,,7.39
Max Hidrogênio Puro Eficiente,Oxigênio Gasoso,206.0,Importado Exclusivo,433,,9.91
Exclusivo Hidrogênio Puro Natural,Oxigênio Líquido,216.0,Internacional,1170,81.2,6.44
Exclusivo Hidrogênio Puro Premium,Hidrogênio Gasoso,264.0,Nacional,1835,,1.95
Exclusivo Hidrogênio Puro Poderoso,Hidrogênio Líquido,205.0,Nacional Premium,248,47.69,7.27
Exclusivo Hidrogênio Puro Natural,Oxigênio Líquido,242.0,Internacional,645,20.04,6.35
Avançado Hidrogênio Puro Avançado,Hidrogênio Gasoso,241.0,Local,831,,5.45
Essencial Hidrogênio Puro Puro,Hidrogênio Líquido,254.0,Nacional,1429,57.61,9.53
Avançado Hidrogênio Puro Avançado,Oxigênio Líquido,204.0,Importado Exclusivo,1938,14.81,6.73
Exclusivo Hidrogênio Puro Natural,Hidrogênio Líquido,231.0,Local,835,56.59,0.87
Avançado Hidrogênio Puro Natural,Hidrogênio Líquido,225.0,Importado Exclusivo,972,97.43,5.9
Essencial Hidrogênio Puro Essencial,Oxigênio Gasoso,270.0,Internacional,932,,8.32
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Gasoso,233.0,Internacional,1389,,5.12
Avançado Hidrogênio Puro Eficiente,Oxigênio Gasoso,216.0,Importado Exclusivo,1784,,1.01
Hiper Hidrogênio Puro Avançado,Hidrogênio Gasoso,223.0,Nacional,851,,9.06
Mega Hidrogênio Puro Premium,Hidrogênio Gasoso,267.0,Local,624,,0.06
Exclusivo Hidrogênio Puro Verde,Hidrogênio Líquido,222.0,Importado Exclusivo,1576,68.21,1.55
Mega Hidrogênio Puro Puro,Oxigênio Gasoso,251.0,Local,1976,,0.78
Max Hidrogênio Puro Extra,Hidrogênio Líquido,258.0,Importado Especial,1603,76.68,6.78
Max Hidrogênio Puro Natural,Oxigênio Gasoso,210.0,Local,411,,5.92
Mega Hidrogênio Puro Essencial,Hidrogênio Gasoso,263.0,Nacional Premium,528,,8.95
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,240.0,Importado Especial,999,,1.65
Plus Hidrogênio Puro Extra,Hidrogênio Líquido,237.0,Nacional,300,28.89,8.55
Mega Hidrogênio Puro Verde,Hidrogênio Líquido,214.0,Nacional Premium,634,16.91,3.55
Plus Hidrogênio Puro Eficiente,Oxigênio Líquido,251.0,Importado Especial,1295,50.73,4.28
Ultra Hidrogênio Puro Natural,Oxigênio Gasoso,233.0,Internacional,1703,,6.35
Hiper Hidrogênio Puro Essencial,Hidrogênio Líquido,258.0,Internacional,345,86.71,4.43
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,206.0,Nacional Premium,1793,,0.03
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,246.0,Nacional Premium,684,,2.81
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,216.0,Nacional Premium,1670,,0.17
Super Hidrogênio Puro Puro,Oxigênio Líquido,234.0,Internacional,169,20.52,3.66
Hiper Hidrogênio Puro Eficiente,Oxigênio Gasoso,221.0,Local,964,,1.41
Exclusivo Hidrogênio Puro Puro,Hidrogênio Gasoso,252.0,Internacional,397,,9.92
Plus Hidrogênio Puro Extra,Oxigênio Gasoso,209.0,Local,988,,3.06
Ultra Hidrogênio Puro Eficiente,Hidrogênio Líquido,253.0,Importado Especial,1950,93.69,4.22
Mega Hidrogênio Puro Premium,Oxigênio Gasoso,220.0,Importado Exclusivo,257,,0.32
Essencial Hidrogênio Puro Extra,Oxigênio Líquido,231.0,Nacional Premium,1347,27.12,6.25
Avançado Hidrogênio Puro Poderoso,Hidrogênio Gasoso,212.0,Importado Especial,133,,6.69
Exclusivo Hidrogênio Puro Extra,Oxigênio Líquido,235.0,Local,1319,39.21,0.63
Mega Hidrogênio Puro Avançado,Oxigênio Líquido,223.0,Nacional,491,78.84,0.87
Exclusivo Hidrogênio Puro Natural,Oxigênio Gasoso,252.0,Importado Exclusivo,190,,5.5
Ultra Hidrogênio Puro Premium,Hidrogênio Líquido,209.0,Importado Exclusivo,644,14.01,0.1
Plus Hidrogênio Puro Eficiente,Hidrogênio Gasoso,202.0,Internacional,1258,,6.81
Max Hidrogênio Puro Avançado,Oxigênio Gasoso,200.0,Nacional,1861,,7.67
Super Hidrogênio Puro Puro,Oxigênio Gasoso,249.0,Importado Exclusivo,1101,,9.91
Ultra Hidrogênio Puro Eficiente,Hidrogênio Líquido,255.0,Local,568,78.47,0.91
Super Hidrogênio Puro Poderoso,Hidrogênio Líquido,249.0,Local,1337,54.85,3.79
Plus Hidrogênio Puro Poderoso,Oxigênio Gasoso,250.0,Importado Exclusivo,807,,5.39
Ultra Hidrogênio Puro Premium,Hidrogênio Gasoso,259.0,Nacional,707,,6.58
Exclusivo Hidrogênio Puro Natural,Oxigênio Líquido,269.0,Local,948,37.92,8.68
Mega Hidrogênio Puro Eficiente,Hidrogênio Gasoso,257.0,Internacional,941,,3.55
Mega Hidrogênio Puro Verde,Hidrogênio Gasoso,227.0,Nacional Premium,430,,9.01
Essencial Hidrogênio Puro Essencial,Hidrogênio Gasoso,200.0,Internacional,1482,,0.02
Ultra Hidrogênio Puro Verde,Oxigênio Líquido,222.0,Importado Exclusivo,1426,51.58,8.43
Avançado Hidrogênio Puro Puro,Oxigênio Líquido,217.0,Importado Exclusivo,1099,66.29,9.06
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,255.0,Local,1334,87.81,1.41
Exclusivo Hidrogênio Puro Extra,Oxigênio Gasoso,249.0,Nacional,1850,,0.95
Plus Hidrogênio Puro Avançado,Hidrogênio Líquido,264.0,Nacional,207,57.4,3.87
Ultra Hidrogênio Puro Poderoso,Hidrogênio Gasoso,251.0,Importado Especial,1369,,8.11
Plus Hidrogênio Puro Eficiente,Hidrogênio Líquido,263.0,Local,1015,22.93,7.79
Avançado Hidrogênio Puro Natural,Hidrogênio Líquido,246.0,Nacional,981,8.08,6.21
Super Hidrogênio Puro Premium,Oxigênio Líquido,243.0,Importado Exclusivo,900,9.57,9.26
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,239.0,Nacional Premium,525,26.85,8.17
Plus Hidrogênio Puro Natural,Hidrogênio Gasoso,248.0,Importado Especial,1342,,5.42
Mega Hidrogênio Puro Puro,Hidrogênio Gasoso,250.0,Importado Especial,898,,7.77
Avançado Hidrogênio Puro Eficiente,Hidrogênio Líquido,243.0,Nacional,1995,44.61,4.8
Ultra Hidrogênio Puro Poderoso,Oxigênio Gasoso,220.0,Internacional,1874,,3.98
Avançado Hidrogênio Puro Verde,Oxigênio Gasoso,269.0,Importado Especial,1794,,2.32
Super Hidrogênio Puro Natural,Hidrogênio Líquido,221.0,Importado Especial,1280,46.46,5.64
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,262.0,Nacional,249,,3.49
Max Hidrogênio Puro Eficiente,Hidrogênio Gasoso,217.0,Local,527,,6.85
Super Hidrogênio Puro Premium,Oxigênio Gasoso,253.0,Internacional,450,,7.99
Super Hidrogênio Puro Poderoso,Oxigênio Líquido,241.0,Local,1330,7.43,0.64
Hiper Hidrogênio Puro Verde,Hidrogênio Gasoso,247.0,Internacional,98,,1.54
Exclusivo Hidrogênio Puro Premium,Hidrogênio Gasoso,251.0,Nacional,373,,1.35
Ultra Hidrogênio Puro Poderoso,Oxigênio Gasoso,266.0,Importado Exclusivo,726,,9.54
Max Hidrogênio Puro Poderoso,Oxigênio Gasoso,245.0,Importado Especial,282,,5.95
Hiper Hidrogênio Puro Avançado,Hidrogênio Gasoso,218.0,Internacional,267,,3.7
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,253.0,Importado Exclusivo,1263,,8.76
Avançado Hidrogênio Puro Premium,Oxigênio Líquido,219.0,Importado Exclusivo,122,78.3,5.82
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Gasoso,252.0,Importado Exclusivo,1656,,8.03
Super Hidrogênio Puro Natural,Hidrogênio Líquido,226.0,Local,1688,98.88,2.13
Avançado Hidrogênio Puro Essencial,Hidrogênio Líquido,223.0,Nacional Premium,1296,41.84,8.2
Plus Hidrogênio Puro Avançado,Oxigênio Líquido,200.0,Internacional,848,38.68,0.28
Exclusivo Hidrogênio Puro Verde,Oxigênio Líquido,210.0,Nacional,1269,74.74,7.66
Super Hidrogênio Puro Puro,Oxigênio Gasoso,256.0,Nacional Premium,817,,0.62
Mega Hidrogênio Puro Verde,Oxigênio Líquido,256.0,Internacional,1709,18.62,9.92
Max Hidrogênio Puro Avançado,Oxigênio Líquido,236.0,Nacional Premium,391,54.52,5.88
Plus Hidrogênio Puro Avançado,Oxigênio Gasoso,207.0,Importado Especial,853,,6.36
Hiper Hidrogênio Puro Verde,Oxigênio Gasoso,258.0,Local,1179,,6.53
Avançado Hidrogênio Puro Extra,Oxigênio Gasoso,203.0,Internacional,1407,,2.28
Essencial Hidrogênio Puro Puro,Hidrogênio Gasoso,253.0,Importado Especial,1732,,1.09
Super Hidrogênio Puro Natural,Oxigênio Líquido,238.0,Internacional,113,75.67,2.69
Mega Hidrogênio Puro Eficiente,Oxigênio Líquido,242.0,Local,1463,79.41,7.9
Exclusivo Hidrogênio Puro Eficiente,Hidrogênio Líquido,269.0,Local,1640,6.23,3.72
Plus Hidrogênio Puro Verde,Oxigênio Líquido,249.0,Nacional,422,88.08,2.0
Plus Hidrogênio Puro Premium,Oxigênio Gasoso,244.0,Importado Especial,1587,,8.84
Avançado Hidrogênio Puro Verde,Hidrogênio Líquido,264.0,Nacional,1374,22.23,2.95
Max Hidrogênio Puro Poderoso,Oxigênio Gasoso,252.0,Local,944,,5.73
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,257.0,Importado Exclusivo,1469,,0.68
Ultra Hidrogênio Puro Verde,Hidrogênio Líquido,253.0,Nacional Premium,1034,37.55,4.22
Hiper Hidrogênio Puro Poderoso,Hidrogênio Gasoso,270.0,Nacional Premium,721,,4.94
Essencial Hidrogênio Puro Extra,Hidrogênio Gasoso,227.0,Nacional Premium,1495,,1.79
Mega Hidrogênio Puro Premium,Oxigênio Líquido,224.0,Internacional,1996,15.18,2.94
Plus Hidrogênio Puro Puro,Oxigênio Gasoso,267.0,Local,112,,1.78
Max Hidrogênio Puro Extra,Oxigênio Gasoso,249.0,Nacional,1521,,9.2
Plus Hidrogênio Puro Premium,Oxigênio Líquido,212.0,Internacional,597,44.75,1.16
Mega Hidrogênio Puro Verde,Hidrogênio Líquido,258.0,Importado Especial,729,60.12,7.32
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,237.0,Internacional,1023,46.75,6.09
Hiper Hidrogênio Puro Eficiente,Oxigênio Líquido,225.0,Nacional Premium,1807,97.03,5.49
Ultra Hidrogênio Puro Verde,Oxigênio Gasoso,216.0,Internacional,1712,,9.91
Super Hidrogênio Puro Verde,Hidrogênio Líquido,210.0,Importado Especial,722,93.57,1.09
Super Hidrogênio Puro Essencial,Hidrogênio Líquido,211.0,Importado Exclusivo,1763,78.99,3.27
Mega Hidrogênio Puro Essencial,Oxigênio Líquido,260.0,Internacional,133,39.22,5.76
Max Hidrogênio Puro Puro,Hidrogênio Gasoso,208.0,Nacional,1924,,4.49
Hiper Hidrogênio Puro Poderoso,Oxigênio Gasoso,224.0,Importado Especial,1973,,1.12
Mega Hidrogênio Puro Verde,Oxigênio Gasoso,227.0,Importado Especial,1856,,5.09
Max Hidrogênio Puro Premium,Oxigênio Gasoso,218.0,Importado Exclusivo,1567,,2.61
Mega Hidrogênio Puro Puro,Hidrogênio Líquido,267.0,Nacional,422,95.76,5.92
Essencial Hidrogênio Puro Natural,Hidrogênio Líquido,217.0,Importado Exclusivo,710,44.34,2.51
Max Hidrogênio Puro Avançado,Oxigênio Líquido,224.0,Local,1889,74.31,4.28
Plus Hidrogênio Puro Verde,Oxigênio Líquido,250.0,Internacional,208,98.03,4.69
Avançado Hidrogênio Puro Essencial,Hidrogênio Gasoso,245.0,Local,833,,4.01
Plus Hidrogênio Puro Extra,Oxigênio Líquido,201.0,Nacional,616,10.14,8.46
Hiper Hidrogênio Puro Natural,Oxigênio Líquido,245.0,Importado Especial,287,21.9,1.53
Essencial Hidrogênio Puro Premium,Hidrogênio Gasoso,206.0,Nacional Premium,1297,,1.63
Hiper Hidrogênio Puro Verde,Oxigênio Gasoso,253.0,Internacional,1971,,9.02
Mega Hidrogênio Puro Extra,Hidrogênio Líquido,209.0,Nacional Premium,350,73.44,2.68
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,261.0,Importado Exclusivo,568,,8.44
Mega Hidrogênio Puro Natural,Oxigênio Líquido,202.0,Importado Especial,586,6.88,6.98
Essencial Hidrogênio Puro Poderoso,Hidrogênio Gasoso,242.0,Nacional Premium,1027,,0.16
Max Hidrogênio Puro Puro,Hidrogênio Líquido,226.0,Importado Exclusivo,1315,68.08,2.49
Plus Hidrogênio Puro Essencial,Hidrogênio Líquido,212.0,Nacional Premium,1589,24.64,4.33
Super Hidrogênio Puro Avançado,Oxigênio Gasoso,226.0,Local,1351,,1.44
Ultra Hidrogênio Puro Natural,Hidrogênio Gasoso,235.0,Nacional Premium,524,,0.96
Max Hidrogênio Puro Extra,Hidrogênio Líquido,200.0,Importado Especial,434,33.54,1.82
Max Hidrogênio Puro Eficiente,Oxigênio Gasoso,264.0,Importado Especial,1481,,1.1
Mega Hidrogênio Puro Essencial,Oxigênio Gasoso,208.0,Importado Exclusivo,1903,,4.77
Essencial Hidrogênio Puro Puro,Oxigênio Líquido,239.0,Nacional,417,91.0,5.16
Essencial Hidrogênio Puro Avançado,Oxigênio Gasoso,265.0,Importado Exclusivo,1228,,0.26
Max Hidrogênio Puro Eficiente,Oxigênio Líquido,249.0,Nacional,1592,10.34,4.99
Essencial Hidrogênio Puro Avançado,Hidrogênio Líquido,270.0,Nacional Premium,985,75.35,6.18
Ultra Hidrogênio Puro Natural,Hidrogênio Líquido,230.0,Nacional Premium,1154,71.94,3.5
Ultra Hidrogênio Puro Essencial,Oxigênio Gasoso,211.0,Nacional,1124,,7.04
Super Hidrogênio Puro Poderoso,Oxigênio Gasoso,259.0,Nacional,666,,1.67
Super Hidrogênio Puro Natural,Oxigênio Gasoso,222.0,Importado Exclusivo,374,,7.39
Super Hidrogênio Puro Essencial,Oxigênio Líquido,210.0,Nacional Premium,1989,16.16,3.16
Max Hidrogênio Puro Poderoso,Oxigênio Líquido,235.0,Local,1983,75.32,6.47
Hiper Hidrogênio Puro Premium,Oxigênio Líquido,246.0,Importado Especial,540,32.97,5.68
Super Hidrogênio Puro Avançado,Hidrogênio Gasoso,203.0,Importado Exclusivo,1228,,0.08
Avançado Hidrogênio Puro Avançado,Hidrogênio Gasoso,229.0,Nacional Premium,1546,,4.99
Super Hidrogênio Puro Eficiente,Oxigênio Gasoso,241.0,Internacional,1481,,2.41
Plus Hidrogênio Puro Puro,Oxigênio Gasoso,263.0,Local,1415,,4.62
Ultra Hidrogênio Puro Natural,Hidrogênio Líquido,247.0,Local,1402,45.87,3.7
Avançado Hidrogênio Puro Eficiente,Hidrogênio Líquido,217.0,Local,1911,90.02,1.98
Super Hidrogênio Puro Extra,Oxigênio Gasoso,201.0,Importado Especial,894,,5.1
Essencial Hidrogênio Puro Natural,Oxigênio Líquido,211.0,Importado Exclusivo,357,75.66,7.91
Avançado Hidrogênio Puro Eficiente,Oxigênio Gasoso,267.0,Nacional,1176,,3.78
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,259.0,Internacional,1868,,6.42
Mega Hidrogênio Puro Avançado,Oxigênio Gasoso,212.0,Importado Especial,1342,,9.64
Super Hidrogênio Puro Premium,Hidrogênio Líquido,210.0,Importado Exclusivo,343,18.83,8.88
Max Hidrogênio Puro Verde,Hidrogênio Gasoso,247.0,Local,91,,3.14
Plus Hidrogênio Puro Puro,Oxigênio Gasoso,270.0,Importado Especial,557,,3.81
Ultra Hidrogênio Puro Extra,Oxigênio Gasoso,227.0,Nacional,853,,1.82
Hiper Hidrogênio Puro Poderoso,Hidrogênio Gasoso,228.0,Local,1851,,4.22
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,265.0,Importado Exclusivo,134,33.49,2.68
Essencial Hidrogênio Puro Extra,Hidrogênio Líquido,254.0,Importado Especial,693,15.3,8.32
Ultra Hidrogênio Puro Premium,Oxigênio Gasoso,244.0,Nacional,1134,,1.66
Avançado Hidrogênio Puro Eficiente,Hidrogênio Gasoso,207.0,Internacional,782,,5.08
Exclusivo Hidrogênio Puro Poderoso,Oxigênio Gasoso,238.0,Internacional,825,,5.7
Essencial Hidrogênio Puro Premium,Hidrogênio Líquido,245.0,Local,281,30.33,2.39
Mega Hidrogênio Puro Puro,Oxigênio Gasoso,223.0,Internacional,1552,,2.21
Mega Hidrogênio Puro Puro,Oxigênio Gasoso,248.0,Importado Especial,1530,,0.13
Exclusivo Hidrogênio Puro Verde,Oxigênio Líquido,209.0,Local,1929,43.37,6.49
Plus Hidrogênio Puro Extra,Hidrogênio Líquido,207.0,Nacional,1393,34.21,8.26
Ultra Hidrogênio Puro Avançado,Oxigênio Líquido,262.0,Local,1397,27.1,6.72
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,224.0,Nacional Premium,76,,3.0
Max Hidrogênio Puro Natural,Hidrogênio Gasoso,237.0,Importado Especial,305,,1.72
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,259.0,Internacional,223,27.26,5.24
Mega Hidrogênio Puro Premium,Hidrogênio Líquido,258.0,Nacional,841,23.82,2.85
Essencial Hidrogênio Puro Premium,Oxigênio Gasoso,221.0,Importado Exclusivo,245,,5.88
Plus Hidrogênio Puro Extra,Oxigênio Gasoso,245.0,Local,1766,,6.21
Hiper Hidrogênio Puro Avançado,Oxigênio Líquido,256.0,Nacional Premium,59,92.6,8.08
Plus Hidrogênio Puro Verde,Oxigênio Gasoso,259.0,Nacional Premium,1140,,1.75
Essencial Hidrogênio Puro Extra,Hidrogênio Gasoso,269.0,Internacional,930,,5.67
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,227.0,Nacional,1370,,7.47
Plus Hidrogênio Puro Natural,Oxigênio Gasoso,238.0,Importado Especial,1305,,7.72
Essencial Hidrogênio Puro Verde,Hidrogênio Gasoso,239.0,Nacional,993,,1.6
Mega Hidrogênio Puro Essencial,Oxigênio Gasoso,265.0,Nacional,1735,,6.19
Plus Hidrogênio Puro Poderoso,Oxigênio Líquido,201.0,Nacional Premium,1959,45.71,0.98
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,241.0,Importado Especial,1803,52.37,4.03
Hiper Hidrogênio Puro Avançado,Hidrogênio Gasoso,229.0,Importado Exclusivo,1631,,3.92
Essencial Hidrogênio Puro Essencial,Oxigênio Gasoso,246.0,Importado Especial,636,,6.5
Ultra Hidrogênio Puro Premium,Hidrogênio Líquido,240.0,Nacional Premium,777,20.32,7.95
Super Hidrogênio Puro Poderoso,Oxigênio Líquido,257.0,Nacional Premium,1389,20.7,7.82
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,266.0,Importado Especial,1671,,6.42
Mega Hidrogênio Puro Premium,Hidrogênio Líquido,214.0,Importado Especial,981,24.33,6.35
Ultra Hidrogênio Puro Puro,Oxigênio Líquido,240.0,Importado Exclusivo,1747,14.23,3.98
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,213.0,Nacional Premium,580,,5.9
Ultra Hidrogênio Puro Essencial,Hidrogênio Gasoso,221.0,Local,254,,4.21
Mega Hidrogênio Puro Natural,Oxigênio Líquido,231.0,Internacional,312,25.07,6.03
Avançado Hidrogênio Puro Premium,Oxigênio Gasoso,251.0,Nacional,1037,,8.12
Mega Hidrogênio Puro Poderoso,Hidrogênio Líquido,259.0,Nacional Premium,936,26.81,7.18
Ultra Hidrogênio Puro Extra,Oxigênio Líquido,238.0,Local,1712,48.45,1.19
Essencial Hidrogênio Puro Poderoso,Hidrogênio Gasoso,222.0,Internacional,883,,4.75
Hiper Hidrogênio Puro Extra,Oxigênio Líquido,209.0,Internacional,402,73.29,5.79
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,200.0,Importado Especial,124,,6.97
Essencial Hidrogênio Puro Natural,Oxigênio Líquido,246.0,Nacional,1712,46.28,3.95
Ultra Hidrogênio Puro Eficiente,Hidrogênio Gasoso,250.0,Internacional,459,,2.18
Super Hidrogênio Puro Extra,Hidrogênio Gasoso,247.0,Local,1195,,5.3
Max Hidrogênio Puro Avançado,Hidrogênio Líquido,263.0,Importado Especial,243,20.89,5.2
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,250.0,Importado Especial,1261,94.32,4.15
Super Hidrogênio Puro Puro,Hidrogênio Líquido,232.0,Nacional Premium,1191,66.66,8.88
Super Hidrogênio Puro Puro,Oxigênio Gasoso,248.0,Importado Exclusivo,1759,,0.86
Exclusivo Hidrogênio Puro Natural,Hidrogênio Gasoso,242.0,Internacional,241,,1.6
Ultra Hidrogênio Puro Natural,Hidrogênio Líquido,263.0,Local,973,73.03,9.88
Hiper Hidrogênio Puro Extra,Hidrogênio Líquido,244.0,Importado Especial,506,19.81,5.87
Max Hidrogênio Puro Premium,Hidrogênio Gasoso,262.0,Importado Especial,1222,,5.85
Ultra Hidrogênio Puro Puro,Hidrogênio Líquido,255.0,Importado Especial,1361,82.56,8.45
Avançado Hidrogênio Puro Extra,Oxigênio Gasoso,246.0,Importado Exclusivo,552,,9.34
Mega Hidrogênio Puro Puro,Hidrogênio Gasoso,218.0,Nacional Premium,1182,,7.93
Mega Hidrogênio Puro Verde,Hidrogênio Líquido,220.0,Importado Especial,255,39.98,5.14
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,200.0,Importado Exclusivo,1779,,5.08
Plus Hidrogênio Puro Eficiente,Hidrogênio Gasoso,256.0,Local,442,,3.36
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Líquido,214.0,Importado Especial,1489,24.22,2.23
Essencial Hidrogênio Puro Premium,Oxigênio Gasoso,268.0,Nacional,97,,0.8
Max Hidrogênio Puro Extra,Hidrogênio Gasoso,266.0,Nacional,1547,,4.28
Avançado Hidrogênio Puro Extra,Hidrogênio Líquido,248.0,Nacional,1771,87.3,2.98
